time,ACCESS-CM2,ACCESS-ESM1-5,AWI-CM-1-1-MR,BCC-CSM2-MR,CAMS-CSM1-0,CAS-ESM2-0,CESM2,CESM2-WACCM,CIESM,CMCC-CM2-SR5,CNRM-CM6-1,CNRM-CM6-1-HR,CNRM-ESM2-1,CanESM5,CanESM5-CanOE,EC-Earth3,EC-Earth3-CC,EC-Earth3-Veg,EC-Earth3-Veg-LR,FGOALS-f3-L,FGOALS-g3,FIO-ESM-2-0,GFDL-CM4,GFDL-ESM4,GISS-E2-1-G,HadGEM3-GC31-LL,HadGEM3-GC31-MM,IITM-ESM,INM-CM4-8,INM-CM5-0,IPSL-CM6A-LR,KACE-1-0-G,KIOST-ESM,MCM-UA-1-0,MIROC-ES2L,MIROC6,MPI-ESM1-2-HR,MPI-ESM1-2-LR,MRI-ESM2-0,NESM3,NorESM2-LM,NorESM2-MM,UKESM1-0-LL
1909-12-31,289.13498,290.02805,289.22214,290.28015,289.29178,289.50873,289.53113,289.34045,289.92627,289.7955,288.127,287.84595,289.206,289.18735,289.01035,289.27026,289.15265,289.39505,293.11386,288.53836,288.34888,288.99426,288.25964,289.28534,289.8353,288.79706,289.50354,293.7965,288.92297,288.79153,288.45312,288.97504,288.70236,288.8982,290.49866,290.98337,289.60165,288.90823,289.4548,289.30493,290.19614,289.27765,288.9005
1910-12-31,289.3306,290.14108,289.41034,290.2273,289.3098,289.37106,289.66183,289.3463,289.92865,289.86627,288.186,287.90854,288.97598,289.30624,288.99814,289.39825,289.22784,289.253,293.23828,288.55325,288.27307,289.10068,288.19904,289.30304,289.91434,288.82187,289.4931,293.8386,288.99792,288.88837,288.4464,289.05527,288.43164,288.95236,290.55334,290.87674,289.49277,289.0633,289.4736,289.2434,289.97134,289.2922,288.87115
1911-12-31,289.29764,290.27835,289.43082,290.22528,289.38452,289.6429,289.70026,289.42303,289.9753,289.6461,288.1295,287.92755,289.2007,289.30005,289.2184,289.3573,289.38632,289.23645,293.29193,288.30466,288.45578,289.12793,288.2892,289.30225,289.6513,288.9748,289.39865,293.70468,288.9826,288.9437,288.4925,289.124,288.3443,288.68756,290.80823,290.7554,289.43613,289.1291,289.3328,289.1824,289.96292,289.55194,288.92184
1912-12-31,289.05292,290.091,289.0523,290.18335,289.45465,289.5159,289.4535,289.3546,289.849,289.52512,288.10748,287.98843,289.13373,289.22723,288.9649,289.23837,289.02246,289.3831,293.0717,288.47076,288.35907,288.85193,288.21362,288.93628,289.4684,288.91232,289.28424,293.63742,288.88303,288.85367,288.41846,289.02832,288.42297,288.98383,290.84607,290.71014,289.34656,289.05936,289.28433,289.06332,290.0078,289.44986,288.83224
1913-12-31,289.00925,289.99377,289.12686,290.0785,289.3739,289.22913,289.43158,289.3575,289.94083,289.4216,288.20193,287.88647,288.9681,288.96234,288.86597,289.3706,289.10382,289.428,293.2135,288.27573,288.18893,288.84595,288.11612,288.84952,289.55652,289.03043,289.20337,293.62976,288.81735,288.76636,288.26147,289.049,288.35114,288.949,290.3986,290.68103,289.47333,289.14822,289.2803,289.1451,289.97723,289.47693,288.9158
1914-12-31,288.87317,290.1206,289.1287,290.3538,289.4303,289.43216,289.48383,289.34555,289.88617,289.53345,288.2756,288.0359,289.0235,288.88293,288.96832,289.38818,289.28094,289.233,293.17334,288.36346,288.22665,288.92578,288.2135,289.14203,289.8314,289.1259,289.18747,293.57236,288.7756,288.80743,288.28302,289.15735,288.3543,289.08597,290.43454,290.76108,289.57495,289.2326,289.28482,289.0481,289.65457,289.55063,289.03
1915-12-31,289.06488,290.2531,289.21906,290.26932,289.46466,289.6305,289.36847,289.3315,289.92285,289.57068,288.17368,288.06635,289.04016,289.0302,289.1587,289.326,289.29767,289.1606,293.16504,288.45477,288.53278,288.87366,288.33957,289.20496,289.63226,289.0939,289.23483,293.6704,288.9312,288.91656,288.44522,289.06653,288.45807,289.16724,290.71167,290.72427,289.6865,289.15646,289.32312,289.14453,289.89328,289.42847,289.04602
1916-12-31,289.27863,290.26987,289.3036,290.17242,289.6297,289.67908,289.45807,289.43533,289.8567,289.78516,288.1212,288.08728,288.8874,289.1388,289.03876,289.34653,289.386,289.08112,293.0473,288.37476,288.47998,288.8838,288.15207,289.18063,289.59497,289.03674,289.42615,293.76508,288.914,288.80832,288.60034,289.14548,288.48077,289.12476,290.9198,290.9299,289.5895,289.02087,289.19678,289.23895,290.0147,289.3248,288.9222
1917-12-31,288.99554,290.1114,289.2529,290.30978,289.60025,289.76212,289.5315,289.49066,289.94492,289.75668,288.31992,288.09976,288.95587,289.2574,289.1294,289.45584,289.32355,289.32654,293.12787,288.44464,288.49973,288.92252,288.13455,289.12195,289.73175,289.0573,289.39417,293.79572,288.9248,288.96536,288.44223,289.1495,288.41248,289.25772,290.83435,291.06042,289.66013,288.90866,289.22394,289.3724,289.89383,289.41275,288.82086
1918-12-31,289.22662,290.11588,289.33124,290.3793,289.4012,289.64075,289.6402,289.49258,290.1955,289.722,288.08157,288.06134,288.93304,289.2447,289.1454,289.626,289.46204,289.3635,293.25867,288.49417,288.69562,288.92477,288.0718,289.19977,289.94995,289.14954,289.56357,293.84662,288.94684,289.00076,288.41483,289.11752,288.3858,289.27536,290.4567,291.13083,289.63223,288.8881,289.26727,289.3758,290.10443,289.40912,288.92892
1919-12-31,289.2011,289.95502,289.39746,290.38953,289.51813,289.78348,289.68668,289.40942,290.06204,289.73456,288.29752,288.0783,289.17383,289.22916,289.1235,289.6393,289.43365,289.5014,293.24658,288.39963,288.54028,288.8959,288.2323,289.31406,289.75583,289.27756,289.3735,293.90845,288.9652,289.0686,288.30753,289.12082,288.45978,289.16568,290.4936,290.7031,289.55014,288.9969,289.20898,289.38998,290.3065,289.54498,289.06412
1920-12-31,289.14236,289.97525,289.41867,290.2275,289.6892,289.41833,289.61435,289.4757,289.92645,289.7458,288.40182,288.0992,289.09903,289.16138,288.98248,289.51416,289.46066,289.51016,293.04324,288.2085,288.4217,288.95233,288.2695,289.32782,289.6221,289.19925,289.36673,293.96,288.95596,289.06888,288.46332,289.1992,288.64902,289.25772,290.67868,290.7125,289.57584,289.1968,289.22342,289.33517,290.3074,289.56158,288.9496
1921-12-31,289.135,290.10602,289.4991,290.3982,289.44043,289.62888,289.66498,289.64795,290.07034,289.9591,288.39038,288.00714,289.20798,289.18896,288.96454,289.53375,289.6323,289.52704,293.1539,288.24857,288.49115,288.94748,288.1434,289.12094,289.82922,289.16925,289.38693,293.67276,289.01917,289.058,288.6027,289.14728,288.4072,289.23242,290.8446,290.8588,289.6209,289.2378,289.35855,289.41522,290.10028,289.48523,288.80533
1922-12-31,289.03885,289.9419,289.31473,290.28122,289.44308,289.80072,289.6583,289.55618,290.14664,289.95282,288.26712,288.0015,289.11606,289.11395,289.0981,289.3787,289.5143,289.46347,293.18356,288.35297,288.50415,289.01233,288.14468,289.18213,289.9034,289.15216,289.30817,293.73587,289.13593,289.01987,288.24777,289.20288,288.39975,289.05823,290.7279,290.951,289.63953,289.2249,289.45074,289.3276,290.1722,289.28116,288.81488
1923-12-31,289.2209,289.9637,289.43585,290.30682,289.5158,289.7661,289.7238,289.60416,290.1226,289.72125,288.25793,288.0885,289.1603,289.19254,289.2283,289.4452,289.5516,289.41333,293.28812,288.27487,288.36353,289.06525,288.25327,289.26746,289.9508,289.25198,289.29364,293.69244,289.1343,288.994,288.17856,289.36,288.59048,289.2107,290.47455,290.93134,289.60907,289.2488,289.49088,289.2573,290.28134,289.1538,288.83884
1924-12-31,289.2666,290.09665,289.66974,290.2331,289.6949,289.79745,289.73373,289.67548,290.06808,289.59073,288.30176,288.2108,289.0483,289.39758,289.10562,289.5381,289.64832,289.29877,293.36017,288.03305,288.4798,288.91208,288.237,289.17093,289.55365,289.2796,289.4496,293.89572,289.0807,288.95886,288.45972,289.22897,288.58963,289.19092,290.47327,291.03885,289.6574,289.22934,289.25983,289.28534,290.2597,289.15475,289.01227
1925-12-31,289.31348,290.18076,289.5948,290.2713,289.6455,289.52585,289.81125,289.45657,290.07248,289.65472,288.3305,288.3259,289.05075,289.44217,289.22955,289.45215,289.70996,289.5078,293.29132,288.37833,288.43787,288.929,288.29282,289.1225,289.61462,289.17642,289.52658,293.8711,289.06503,288.9807,288.37625,289.23965,288.56107,289.20554,290.52383,291.00656,289.65018,289.0865,289.181,289.30927,290.16,289.1197,289.00137
1926-12-31,289.2183,290.18808,289.3489,290.34036,289.65814,289.57227,289.67346,289.501,290.05283,289.69254,288.29626,288.23703,289.06406,289.24667,289.2104,289.4967,289.5942,289.54837,293.2579,288.4752,288.43073,288.9451,288.39822,289.07904,289.9017,289.24423,289.29633,293.6247,289.02765,289.01654,288.4887,289.2504,288.5888,289.1195,290.6152,290.92905,289.74988,289.24072,289.26678,289.37198,290.00403,289.2688,288.97058
1927-12-31,289.38843,290.18253,289.3451,290.39627,289.5324,289.80005,289.72665,289.66553,290.02637,289.80273,288.2352,288.2518,289.16895,289.19733,289.04965,289.43686,289.56577,289.5806,293.25894,288.13297,288.5315,289.03387,288.33337,289.23657,289.9192,289.182,289.32983,293.78867,289.09985,289.00482,288.37994,289.33682,288.64294,288.99,290.77365,290.8866,289.8058,289.317,289.40784,289.3255,290.1554,289.35748,288.82007
1928-12-31,289.33658,290.04483,289.36426,290.39026,289.5558,289.67322,289.89328,289.60648,290.2031,289.86157,288.1518,288.3139,289.28674,289.2123,289.24503,289.43146,289.72687,289.58713,293.21838,288.30902,288.5024,289.05466,288.2806,289.33844,289.62634,289.2717,289.57098,294.04712,289.09122,289.07214,288.45197,289.35663,288.4064,289.26614,290.82248,290.87146,289.7955,289.44046,289.38,289.4081,290.16977,289.3429,288.9039
1929-12-31,289.4263,289.98886,289.43478,290.22382,289.70135,289.38425,289.8912,289.45074,290.06506,289.88934,288.21576,288.41608,289.17102,289.27298,289.1442,289.4339,289.71878,289.57617,293.1659,288.4847,288.4696,288.9153,288.18683,289.25226,289.57852,289.1899,289.52655,293.88968,289.14816,289.13715,288.58075,289.18274,288.39615,289.21262,290.73514,290.8505,289.76382,289.38654,289.43427,289.32477,290.2297,289.3627,288.89294
1930-12-31,289.32538,290.13806,289.47827,290.39706,289.57993,289.57092,289.8614,289.5177,289.98474,289.8183,288.2018,288.2473,289.1857,289.29156,289.12894,289.23196,289.66516,289.4778,293.15442,288.31714,288.54614,288.99707,288.2448,289.19037,289.68967,289.042,289.65442,293.8884,289.2265,289.10767,288.42734,289.23022,288.5488,289.0982,290.57413,290.80606,289.6682,289.21902,289.3711,289.18408,290.1471,289.59692,288.99152
1931-12-31,289.24158,290.13403,289.5055,290.25006,289.6878,289.67767,289.56183,289.6362,290.05466,289.6687,288.22736,288.39407,289.24182,289.22916,289.1192,289.15768,289.5974,289.4572,293.05524,288.53903,288.53003,288.93506,288.3139,289.27597,289.92206,288.97546,289.61392,294.04034,289.13196,288.98264,288.29242,289.22998,288.4469,289.26654,290.66992,290.85876,289.69043,289.22473,289.20975,289.22998,290.052,289.6599,288.80356
1932-12-31,289.40338,290.1637,289.4355,290.34497,289.77853,289.91763,289.72046,289.63608,290.01425,289.6968,288.2139,288.3734,289.20395,289.17694,289.27115,289.20975,289.69556,289.63333,293.2317,288.6269,288.3723,288.9241,288.27438,289.34955,290.1629,289.0494,289.55444,294.08417,289.09268,288.98648,288.4929,289.37872,288.5757,289.34848,290.78824,290.94595,289.66577,289.14893,289.3434,289.34503,290.1773,289.29617,288.84772
1933-12-31,289.4602,289.96613,289.40134,290.26715,289.60788,289.97015,289.89026,289.48544,290.0999,289.6647,288.27838,288.36542,289.0911,289.24588,289.19522,289.1693,289.80948,289.51688,293.35208,288.61023,288.4342,288.9986,288.2075,289.29767,289.79703,289.035,289.4469,293.84454,289.06662,288.9156,288.59622,289.30078,288.49625,289.35144,290.75333,290.80887,289.6897,289.20706,289.37262,289.37213,289.91757,289.45306,288.8693
1934-12-31,289.6716,290.0851,289.51907,290.2137,289.42712,289.74673,289.8915,289.38498,290.19608,289.70154,288.435,288.29358,289.023,289.25766,289.0866,289.13092,289.88916,289.56384,293.22183,288.36206,288.49677,289.07883,288.24884,289.18124,289.64148,289.12173,289.38663,293.89276,289.13748,288.95508,288.6074,289.31644,288.3946,289.30804,290.7735,290.9262,289.91833,289.27884,289.3543,289.45685,289.9921,289.57953,288.81293
1935-12-31,289.55133,290.09048,289.5592,290.15118,289.57,289.3957,289.99634,289.73706,290.19394,289.79657,288.25674,288.28452,289.07883,289.22644,289.17056,289.2422,289.7712,289.43848,293.26913,288.417,288.5726,289.12955,288.27533,289.17084,289.85333,289.25867,289.35852,293.84537,289.11838,289.03363,288.49408,289.3361,288.28406,289.21207,290.85327,290.9602,289.94022,289.3285,289.4682,289.4421,290.154,289.4283,288.85223
1936-12-31,289.58057,290.05432,289.48376,290.12296,289.619,289.8196,289.87372,289.85748,290.165,289.85046,288.03317,288.37225,289.04745,289.18396,289.09024,289.267,289.7851,289.45416,293.3,288.68192,288.6618,288.96375,288.46695,289.09976,290.10562,289.03415,289.4485,293.73303,289.1188,288.9654,288.5747,289.31232,288.50806,289.23776,290.64447,290.99738,290.0801,289.25696,289.58575,289.29123,290.10745,289.27695,289.00342
1937-12-31,289.3855,290.1902,289.4231,290.2058,289.64276,289.69043,289.83505,289.61145,290.23083,289.79474,288.17468,288.3137,289.0824,289.28894,289.1782,289.27502,289.81723,289.49197,293.3819,288.6255,288.56818,288.8987,288.42706,289.06613,289.71866,289.09506,289.53177,293.89972,289.17957,288.95728,288.74976,289.5355,288.42337,289.4283,290.56882,291.16653,289.93726,289.2423,289.5096,289.36243,290.02652,289.3533,288.7093
1938-12-31,289.4442,290.09482,289.5669,290.38147,289.6424,289.7255,289.69318,289.69287,290.3956,289.6059,288.34274,288.2329,289.26776,289.34985,289.28146,289.19702,289.8042,289.6438,293.12885,288.28934,288.62677,289.06244,288.29163,289.1633,289.69492,289.2081,289.49557,294.03485,289.07587,288.93066,288.69168,289.32385,288.4035,289.34674,290.78662,291.10315,289.86627,289.30286,289.59152,289.24866,290.0811,289.51468,288.69073
1939-12-31,289.50415,290.11877,289.45578,290.30066,289.638,289.91385,289.72684,289.63885,290.27826,289.63965,288.3895,288.37173,288.95184,289.3277,289.27954,289.2767,289.99292,289.54694,293.37677,288.50842,288.62527,289.1081,288.40497,289.22903,289.95688,289.22,289.5452,294.0403,289.1087,288.9454,288.54025,289.3066,288.53555,289.17734,290.86536,290.84665,289.62292,289.20074,289.52246,289.19763,290.07928,289.59515,288.87164
1940-12-31,289.4851,290.04755,289.49042,290.32953,289.4146,289.6829,289.88092,289.5038,290.07922,289.567,288.3693,288.31943,289.21533,289.45758,289.3032,289.18018,290.10928,289.71698,293.46133,288.5877,288.61267,289.068,288.54318,289.25217,289.91678,289.26154,289.52594,293.92917,289.13458,289.00394,288.477,289.4533,288.7862,289.1631,291.01132,290.8417,289.7168,289.38895,289.44882,289.3583,290.24115,289.6821,288.76868
1941-12-31,289.62994,290.0278,289.44507,290.4569,289.6217,289.6573,289.6478,289.60516,290.23474,289.77298,288.35892,288.25763,289.2021,289.47073,289.30527,289.2443,290.10352,289.58267,293.55435,288.32712,288.74796,289.13065,288.4958,289.04156,289.592,289.38828,289.41803,293.92392,289.26117,289.0238,288.62164,289.5301,288.55447,289.37976,290.87018,290.91077,289.73108,289.39188,289.4862,289.41385,290.18958,289.6058,288.84573
1942-12-31,289.53467,290.13007,289.236,290.46265,289.6573,289.72665,289.83136,289.7003,290.2879,289.66736,288.55066,288.28305,289.20874,289.23682,289.3005,289.16385,290.15314,289.5573,293.51447,288.4545,288.70862,289.13763,288.34183,289.05316,289.60318,289.19052,289.37997,293.64767,289.2313,289.0765,288.87732,289.49963,288.56998,289.40192,290.6662,291.01672,289.78864,289.51987,289.37863,289.39728,289.98227,289.59073,289.01617
1943-12-31,289.47363,290.1166,289.5306,290.4962,289.74594,289.71335,289.7556,289.61252,290.37332,289.52573,288.44754,288.26053,289.05005,289.32318,289.1635,289.14297,290.1573,289.728,293.5288,288.62637,288.59018,289.0578,288.47876,289.1765,290.01633,289.02902,289.5017,293.84882,289.23917,288.87497,288.8235,289.5822,288.6329,289.2995,290.5345,291.1947,289.80585,289.5657,289.3978,289.38187,289.95215,289.4642,288.81668
1944-12-31,289.56573,290.20056,289.68155,290.4949,289.78107,289.55527,289.69794,289.69293,290.16235,289.67776,288.28476,288.24994,289.19922,289.37357,288.9257,289.23776,290.1479,289.55966,293.53638,288.3541,288.756,289.07645,288.40192,289.10214,290.03857,289.11304,289.59088,293.83832,289.20917,288.88672,288.6813,289.4644,288.48083,289.3982,290.902,291.31842,289.7902,289.31906,289.5408,289.35672,290.0835,289.411,288.953
1945-12-31,289.61972,290.22424,289.64218,290.3506,289.81332,289.65295,289.75192,289.42523,290.27765,289.82578,288.53522,288.25888,289.10406,289.31427,289.03296,289.1852,290.19528,289.74805,293.3466,288.3019,288.64294,289.08334,288.36887,288.88126,289.8547,289.04575,289.51144,293.89322,289.14993,288.97104,288.6877,289.44177,288.6205,289.3158,290.98367,291.17474,289.75912,289.36978,289.46448,289.31628,290.13736,289.49316,288.80032
1946-12-31,289.52097,290.10092,289.49997,290.44473,289.87067,289.7874,289.86365,289.38608,290.2978,289.7081,288.55502,288.24316,289.1704,289.39014,289.03876,289.1215,290.24432,289.7471,293.46005,288.6095,288.62888,289.1404,288.24255,288.97015,289.8267,289.17267,289.64246,293.8139,289.0954,289.06384,288.61526,289.40866,288.58765,289.29877,290.72406,290.86252,289.69128,289.52905,289.6151,289.3964,290.28302,289.42953,288.87366
1947-12-31,289.40356,290.05,289.45947,290.48398,289.67096,289.79254,289.563,289.30054,290.26508,289.82086,288.26273,288.31577,289.20712,289.34256,289.09824,289.01215,290.11542,289.6659,293.40695,288.53558,288.70615,289.0519,288.27673,289.17117,289.9546,289.2275,289.71414,293.63596,289.2324,289.04993,288.7113,289.41992,288.60568,289.19116,290.5902,290.88303,289.82657,289.47446,289.60724,289.6062,290.28336,289.41757,288.98303
1948-12-31,289.40393,290.17267,289.64783,290.46487,289.55737,289.87955,289.40604,289.3956,290.26297,290.10126,288.35138,288.38904,289.13928,289.47916,289.34204,289.28757,290.07062,289.71463,293.38165,288.30835,288.6838,289.19748,288.44946,289.07886,290.06357,289.1308,289.50653,294.0281,289.25034,289.03647,288.81235,289.42838,288.70193,289.24182,290.66788,291.00113,289.9845,289.2581,289.68936,289.59595,290.1782,289.63577,288.9416
1949-12-31,289.49954,290.1802,289.41006,290.52933,289.4325,289.69974,289.70328,289.7368,290.46564,289.86594,288.56406,288.3772,289.10797,289.6026,289.30945,289.2073,290.14655,289.7959,293.43402,288.6094,288.69708,289.1266,288.52878,289.02945,290.09528,289.26965,289.63217,294.0329,289.27014,289.03592,288.73785,289.49585,288.6061,289.2494,290.82007,290.99768,289.81967,289.26474,289.6682,289.60205,290.22003,289.61115,288.7379
1950-12-31,289.31302,289.95416,289.46423,290.51593,289.43857,289.4785,289.63367,289.63358,290.31577,289.7833,288.59222,288.4006,289.14273,289.53882,289.34995,289.24658,290.1543,289.73276,293.42282,288.62415,288.8627,289.3826,288.3934,289.12054,289.8592,289.08353,289.41156,293.79382,289.24738,289.10507,288.60098,289.63177,288.5829,289.31708,290.9464,290.9979,289.74747,289.33533,289.65485,289.68872,290.17853,289.6759,288.69797
1951-12-31,289.42337,290.1391,289.5056,290.69135,289.68826,289.6526,289.73358,289.76245,290.27097,289.95718,288.50278,288.39246,289.0601,289.44388,289.161,289.25616,290.17856,289.53122,293.5379,288.43216,288.74542,289.30273,288.59232,289.02396,289.82382,289.09515,289.43448,293.9585,289.1901,289.04282,288.7583,289.4689,288.53802,289.39435,290.62448,290.95724,289.8203,289.52524,289.579,289.775,290.13446,289.7633,288.7091
1952-12-31,289.47803,290.20007,289.48523,290.5118,289.5621,289.7679,289.8336,289.86273,290.23975,290.0163,288.49182,288.33188,289.01144,289.42648,289.1513,289.25845,290.25137,289.7079,293.47995,288.63486,288.6295,289.2052,288.53906,289.04648,290.06592,289.2205,289.5631,293.81326,289.19888,288.9522,288.90674,289.50833,288.3665,289.46426,290.62482,290.9312,289.73273,289.58258,289.44598,289.69763,290.10455,289.58252,288.7897
1953-12-31,289.46823,290.0635,289.61307,290.54477,289.73907,289.7797,289.8338,289.689,290.28082,289.968,288.34778,288.35617,289.15842,289.23712,289.20935,289.60425,290.31012,289.62173,293.545,288.69928,288.64282,289.12717,288.4646,289.1651,290.09528,289.39453,289.5008,294.04636,289.17053,288.85477,288.78723,289.5448,288.5455,289.5255,290.84174,290.8358,289.7136,289.41663,289.3477,289.8387,290.06592,289.55594,288.8307
1954-12-31,289.39682,290.14053,289.7512,290.5839,289.86823,289.78488,289.59528,289.62128,290.35406,289.7112,288.38318,288.37686,289.16006,289.23578,289.1858,289.58487,290.1793,289.58755,293.53027,288.3064,288.77274,289.1167,288.28815,289.16156,289.63092,289.23032,289.4201,294.1537,289.2266,289.0072,288.66876,289.71173,288.6056,289.47614,290.67435,290.87875,289.61136,289.34686,289.46396,289.69937,290.2533,289.64465,289.12167
1955-12-31,289.43655,290.25922,289.59177,290.5667,289.54193,289.84076,289.85013,289.716,290.40045,289.93332,288.408,288.45435,289.26657,289.28897,289.02475,289.29272,290.3168,289.60468,293.60294,288.44116,288.6437,289.12497,288.4182,289.0975,289.64673,289.0975,289.55923,294.1366,289.2711,289.14468,288.79727,289.60022,288.62875,289.48108,290.67737,291.04996,289.6259,289.2378,289.62024,289.5046,290.50458,289.4675,288.93246
1956-12-31,289.33105,290.01328,289.55255,290.5572,289.6741,289.69293,289.7118,289.6739,290.36053,290.10736,288.33722,288.32697,289.03107,289.2685,288.93805,289.35715,290.2453,289.46945,293.42664,288.73227,288.83096,289.1922,288.35684,289.03574,289.84253,289.27307,289.7275,293.947,289.23685,289.15335,288.8392,289.62094,288.4664,289.2457,290.932,291.16656,289.71323,289.20892,289.43152,289.51907,290.22073,289.35895,289.00433
1957-12-31,289.44653,289.92944,289.5396,290.57104,289.72583,289.7738,289.5659,289.52557,290.37204,289.94403,288.4498,288.37177,289.25018,289.27542,289.15198,289.61923,290.24734,289.588,293.4052,288.41473,288.7736,289.2713,288.42993,289.0814,290.03394,289.29474,289.7886,294.12308,289.24164,289.11646,288.94565,289.61627,288.56714,289.27798,290.85754,291.17575,289.63425,289.2389,289.51685,289.54028,290.3102,289.28485,288.95447
1958-12-31,289.4155,290.03915,289.47147,290.5897,289.7599,289.62967,289.8109,289.39456,290.3196,289.74628,288.52448,288.44177,289.30276,289.31628,289.17776,289.54077,290.21112,289.70358,293.57507,288.45227,288.74493,289.29398,288.26443,289.2093,289.99832,289.211,289.80005,294.1905,289.20105,289.14215,288.97073,289.51904,288.59384,289.2409,290.66483,291.0465,289.66574,289.2246,289.60474,289.5854,290.2808,289.36847,289.0528
1959-12-31,289.5075,290.05566,289.56284,290.65866,289.4533,289.84207,289.9383,289.21878,290.32327,289.8067,288.3545,288.53543,289.16995,289.4464,289.22333,289.62585,290.17972,289.60992,293.3721,288.67395,288.9048,289.28226,288.36563,289.26855,289.8064,289.22327,289.5862,293.98944,289.31305,289.131,288.7255,289.59637,288.53622,289.27872,290.70746,290.9122,289.7984,289.31406,289.53455,289.68073,290.34253,289.58313,288.9039
1960-12-31,289.5711,289.88705,289.53687,290.54156,289.661,289.74078,289.64642,289.32242,290.47485,289.69852,288.4728,288.53717,289.25714,289.50577,289.103,289.58926,290.26593,289.68088,293.43134,288.61246,288.7928,289.43915,288.58987,289.15228,289.9208,289.27524,289.4212,294.00726,289.33603,288.9687,288.81992,289.6602,288.72864,289.25916,290.9289,290.88873,289.87454,289.5047,289.53415,289.6955,290.0443,289.65378,288.92163
1961-12-31,289.5282,290.0495,289.69705,290.5161,289.7921,289.6154,289.60806,289.5075,290.55093,289.74915,288.538,288.46414,289.33493,289.62595,289.19125,289.52338,290.2546,289.61392,293.42465,288.61945,288.75958,289.3688,288.3354,289.0802,290.11664,289.25446,289.51678,294.1121,289.34592,289.04993,288.83044,289.58127,288.6865,289.18005,291.04602,290.9041,289.90607,289.57712,289.3988,289.5146,289.9798,289.78802,288.82678
1962-12-31,289.44962,290.2037,289.75372,290.52084,289.57108,289.74405,289.67032,289.57562,290.2233,289.88422,288.50494,288.4162,289.2886,289.3537,289.24893,289.29718,290.1514,289.49283,293.29544,288.75903,288.78198,289.06985,288.22903,289.10245,290.04388,289.13745,289.5605,294.0053,289.272,289.07138,289.05704,289.62756,288.36716,289.31522,290.62274,291.1905,289.7343,289.31656,289.44632,289.42584,290.00095,289.78345,288.9855
1963-12-31,289.24258,290.23438,289.6689,290.31967,289.50275,289.73795,289.62195,289.6456,290.13483,289.9579,288.37442,288.41742,289.10767,289.14926,289.02563,289.2542,290.10492,289.42902,293.12357,288.44257,288.64603,289.06183,288.13907,288.96405,289.60852,288.92065,289.34543,293.82364,289.05252,289.07693,288.85977,289.54953,288.66516,289.38242,290.42078,291.24402,289.71997,289.13293,289.36728,289.27856,289.98303,289.4875,288.74207
1964-12-31,289.16592,289.88623,289.57062,290.19635,289.48566,289.6342,289.69318,289.64337,290.15298,289.96625,288.5462,288.45233,289.14774,289.1125,288.9894,289.30826,289.8495,289.38605,293.0928,288.37317,288.50348,288.9833,288.0954,288.6628,289.4488,288.89413,289.3446,293.6422,289.05014,288.94623,288.74518,289.47375,288.38632,289.0092,290.38055,290.76086,289.74335,289.07837,289.38303,289.45624,289.9783,289.27887,288.45752
1965-12-31,289.1591,290.0037,289.5719,290.18896,289.36966,289.64026,289.6246,289.39444,290.2774,290.08087,288.4876,288.41736,289.05753,289.37845,289.1396,289.2647,289.84552,289.39505,293.2033,288.56522,288.6249,289.0348,288.10284,288.7648,289.8456,288.85184,289.3855,293.878,289.10916,288.97614,288.7917,289.40497,288.11487,289.0116,290.58685,290.6406,289.7397,289.19385,289.32928,289.4705,290.10214,289.16583,288.653
1966-12-31,289.14645,290.0539,289.5356,290.4348,289.483,289.36487,289.49875,289.4115,290.23132,289.89984,288.40936,288.5084,289.31717,289.44385,289.08472,289.4677,290.00272,289.51633,293.19522,288.31696,288.65543,289.10538,288.1446,288.99805,289.92963,288.91287,289.32016,293.84683,289.10226,289.00708,288.79926,289.3146,288.47095,289.2859,290.8133,290.71564,289.79828,289.29813,289.36627,289.41208,290.18143,289.0899,288.7536
1967-12-31,289.23358,289.75748,289.42737,290.29828,289.64136,289.60263,289.5515,289.48563,290.36722,289.66885,288.31033,288.52216,289.4878,289.2874,289.06555,289.22955,289.94745,289.28903,293.21982,288.46878,288.51202,289.14978,288.19388,289.07288,289.61932,288.97638,289.36508,293.9953,289.2446,288.9522,288.81726,289.31366,288.67075,289.3129,290.55054,290.9281,289.63437,289.3754,289.3954,289.27588,289.78827,288.9359,288.58102
1968-12-31,289.41025,289.9664,289.68927,290.4181,289.75366,289.56784,289.49503,289.5398,290.44452,289.90454,288.54312,288.4948,289.1962,289.3538,289.1284,289.1509,289.90405,289.3534,293.31815,288.5838,288.5882,289.09857,288.13107,289.06036,289.6725,289.1169,289.4888,294.097,289.22687,288.92667,288.82214,289.47336,288.5238,289.29803,290.48877,291.14853,289.7363,289.4084,289.35794,289.2995,289.71973,289.1132,288.4345
1969-12-31,289.4128,290.173,289.8322,290.41772,289.63477,289.29654,289.53223,289.4639,290.3586,289.98312,288.69873,288.5272,289.41324,289.32434,289.0655,289.19742,289.97604,289.5759,293.30673,288.40942,288.66943,289.2367,288.30667,289.0377,289.84177,289.1915,289.47247,294.05,289.1936,288.8981,288.8994,289.48798,288.51315,288.99805,290.68637,290.78076,289.7593,289.31995,289.297,289.33472,289.82605,289.07904,288.50235
